file_name,gps_latitude_d,gps_latitude_m,gps_latitude_s,gps_longitude_d,gps_longitude_m,gps_longitude_s,gps_altitude,datetime
D5680904-E45B-447F-9733-460BC11C9CA3_1_105_c.jpeg,46.0,47.0,0.78,121.0,43.0,11.43,1692.0,2020:08:23 12:39:37
7A521AFE-6D94-47E1-B1B7-A3D7032C0496_1_105_c.jpeg,46.0,47.0,28.25,121.0,43.0,5.33,1786.4058823529413,2020:08:27 11:23:06
7E51DF6E-A2BD-48AE-A311-D41F989CD190_1_105_c.jpeg,46.0,47.0,33.43,121.0,43.0,0.69,1811.9772951628825,2020:08:27 12:33:16
34EF5158-7A8B-4243-BFB2-030013C34A80_1_105_c.jpeg,46.0,46.0,28.96,121.0,43.0,10.16,1615.800048828125,2020:08:23 10:57:56
800F6AF0-48A7-45CE-9EC1-4451537D06CF_1_105_c.jpeg,46.0,47.0,6.86,121.0,43.0,11.87,1724.8,2020:08:23 12:57:37
F28C34AE-BDE6-471B-810C-F63C5CA4AE11_1_105_c.jpeg,46.0,47.0,26.42,121.0,43.0,15.71,1722.16455078125,2020:08:27 10:38:14
93CC6C0D-6D7E-42B6-9097-DB7E273311C0_1_105_c.jpeg,46.0,47.0,31.53,121.0,43.0,22.28,1673.1382978723404,2020:08:27 10:29:21
176AF93A-9DED-4440-8E74-47C61920F901_1_105_c.jpeg,46.0,46.0,34.8,121.0,43.0,12.64,1604.9461663947798,2020:08:30 11:50:10
CB8A21AA-DDB2-4C2C-8498-794915E36794_1_105_c.jpeg,46.0,47.0,0.73,121.0,43.0,11.31,1676.8592636579572,2020:08:23 12:40:27
5D96572D-C7B1-4F38-BE46-E2FC36A56B74_1_105_c.jpeg,46.0,47.0,1.4,121.0,43.0,12.06,1704.3,2020:08:23 12:48:06
E86C0A8C-8898-4B30-AB53-712ED5DAAA7D_1_105_c.jpeg,46.0,46.0,35.5,121.0,43.0,9.89,1592.300048947626,2020:08:23 11:09:06
41C69D42-C8AF-443A-9A50-CCFF3A093BFE_1_105_c.jpeg,46.0,47.0,26.36,121.0,43.0,15.6,1723.25073313783,2020:08:27 10:38:39
EE24F679-B8DB-4D11-97FD-8F9003F86257_1_105_c.jpeg,46.0,47.0,4.78,121.0,43.0,12.86,1714.5999755859375,2020:08:23 12:54:41
A673D918-63C6-4863-91FE-43DC09837166_1_105_c.jpeg,46.0,46.0,56.21,121.0,43.0,11.02,1682.300048947626,2020:08:23 12:28:55
647C1E8E-FBFB-4F1C-822F-B9739013FCC8_1_105_c.jpeg,46.0,47.0,6.93,121.0,43.0,11.95,1727.9,2020:08:23 12:57:50
EA41CF4B-05C3-48F8-8770-87806FA4F59C_1_105_c.jpeg,46.0,46.0,40.47,121.0,43.0,18.02,1653.5999755859375,2020:08:23 11:49:16
F8F6010C-6C17-46C9-8967-69279AB28AF4_1_105_c.jpeg,46.0,47.0,1.55,121.0,43.0,12.08,1696.5999755859375,2020:08:23 12:48:27
B1A1290A-9ACB-4B7F-B3CF-D45CC3B7A073_1_105_c.jpeg,46.0,47.0,22.79,121.0,43.0,12.11,1752.4000244140625,2020:08:23 13:58:08
ED06613B-954A-4BE0-B1BD-B3C4E4A3A131_1_105_c.jpeg,46.0,46.0,14.58,121.0,43.0,28.49,1482.9813333333334,2020:08:30 12:41:00
0A278E72-C28C-4037-8E9F-B6891A80307B_1_105_c.jpeg,46.0,47.0,5.19,121.0,43.0,12.86,1713.4000244140625,2020:08:23 12:56:06
0BB7A21D-5636-4193-BC3F-CAC9DF9F3849_1_105_c.jpeg,46.0,46.0,53.49,121.0,43.0,13.27,1676.7203420021376,2020:08:30 11:30:48
B9780784-7A09-402A-AB9E-ABDACB9B4D6D_1_105_c.jpeg,46.0,47.0,4.72,121.0,43.0,12.86,1713.5,2020:08:23 12:54:55
DEC42E9F-4310-408E-9F7D-5A2F86D889EA_1_105_c.jpeg,46.0,47.0,1.4,121.0,43.0,12.0,1706.8,2020:08:23 12:47:53
63E82789-DCC4-467B-8C23-57FFD4DAF9EE_1_105_c.jpeg,46.0,46.0,34.36,121.0,43.0,12.67,1617.4000244140625,2020:08:23 11:39:52
954993BC-989F-4B4A-96FB-641939189CD5_1_105_c.jpeg,46.0,47.0,25.99,121.0,43.0,30.79,1623.909912109375,2020:08:27 10:20:39
C38E0BDB-775E-4F2C-A881-2CDBE61B1260_1_105_c.jpeg,46.0,47.0,40.73,121.0,43.0,51.17,1676.4000244140625,2020:08:23 12:21:16
1832B7EC-05E9-4FC8-8963-E09E0950760E_1_105_c.jpeg,46.0,46.0,42.1,121.0,43.0,17.96,1663.300048947626,2020:08:23 11:50:21
99088D42-AE87-4E00-8DBC-248E63E0DA48_1_105_c.jpeg,46.0,47.0,17.57,121.0,43.0,11.92,1739.0,2020:08:23 14:06:07
07F26E60-F4D1-481A-912B-A0792C2E6CFA_1_105_c.jpeg,46.0,47.0,6.2,121.0,43.0,12.22,1725.8565683646113,2020:08:30 11:11:02
78EB4BAB-C2A2-4D69-9C1A-B94F6DCBB9F1_1_105_c.jpeg,46.0,46.0,42.67,121.0,43.0,17.33,1639.3778894472362,2020:08:23 11:50:40
171428FE-3688-4421-8078-C979B1CDC7B4_1_105_c.jpeg,46.0,47.0,22.56,121.0,43.0,11.95,1761.608173076923,2020:08:23 14:02:40
5D332490-864B-444C-B151-34F481E6FB85_1_105_c.jpeg,46.0,47.0,50.23,121.0,42.0,39.43,1886.46728515625,2020:08:27 12:18:13
BE3F3E44-AC56-4967-B2C4-C9A7E1688C65_1_105_c.jpeg,46.0,47.0,26.93,121.0,43.0,6.45,1778.2,2020:08:23 13:51:12
4B81CA15-6A26-42D5-9D59-BD319A8756F9_1_105_c.jpeg,46.0,47.0,22.79,121.0,43.0,12.14,1752.0999755560988,2020:08:23 13:57:14
E3CB7795-4B6A-4950-8AB2-91BC7667277E_1_105_c.jpeg,46.0,46.0,53.53,121.0,43.0,13.3,1675.9755555555555,2020:08:30 11:30:41
B094E6EC-0F98-4640-92D9-3E0F2E6F7427_1_105_c.jpeg,46.0,46.0,32.47,121.0,43.0,11.56,1610.0,2020:08:23 11:05:03
94B7F98C-A66F-4DD6-B5DC-481801E7B09A_1_105_c.jpeg,46.0,47.0,22.89,121.0,43.0,12.11,1748.5,2020:08:23 13:57:30
4D7A1169-3072-4823-A0C1-F2D501CFE8D0_1_105_c.jpeg,46.0,47.0,28.19,121.0,43.0,5.77,1774.5999755859375,2020:08:23 13:49:53
03D236A9-E553-4027-B54E-686AA5B56859_1_105_c.jpeg,46.0,47.0,26.3,121.0,43.0,6.98,1758.199951171875,2020:08:23 13:52:26
8397F38F-61E0-4A44-B56B-53878F7EF760_1_105_c.jpeg,46.0,47.0,50.36,121.0,42.0,39.43,1888.0573729240061,2020:08:27 11:58:51
B56FF86D-8079-437C-9269-C052ED7CF7CC_1_105_c.jpeg,46.0,46.0,37.37,121.0,43.0,8.21,1603.5245346869713,2020:08:23 11:23:05
A876FEFB-8982-41B8-A911-45CAF4D14D53_1_105_c.jpeg,46.0,46.0,36.5,121.0,43.0,8.63,1592.8,2020:08:23 11:11:53
22A589C3-93D5-4CDD-A785-E3C75F4E40D4_1_105_c.jpeg,46.0,47.0,31.76,121.0,43.0,23.35,1671.8524444444445,2020:08:30 10:02:12
A94534D1-1E60-4BBE-B6C1-7E3BE70A4B56_1_105_c.jpeg,46.0,47.0,22.12,121.0,43.0,12.67,1753.1417233560092,2020:08:30 10:52:18
EEB9ECA9-96E8-4CA0-B852-F21F5B2C345D_1_105_c.jpeg,46.0,47.0,28.27,121.0,43.0,5.45,1774.6061946902655,2020:08:30 10:35:46
420CA8F7-5AFE-4190-8441-1751F54EC605_1_105_c.jpeg,46.0,47.0,50.23,121.0,42.0,39.37,1883.9211409395973,2020:08:27 12:18:06
3FC73F2F-A0FB-47A3-80E4-54398E159B9E_1_105_c.jpeg,46.0,47.0,5.2,121.0,43.0,12.88,1713.5,2020:08:23 12:55:55
7CFB6071-AFE8-43A9-859F-C5FBAC420649_1_105_c.jpeg,46.0,47.0,1.47,121.0,43.0,11.98,1698.5,2020:08:23 12:47:50
6A268076-845B-4511-993F-16A27BAF6847_1_105_c.jpeg,46.0,46.0,14.61,121.0,43.0,28.48,1483.6478873239437,2020:08:30 12:40:33
03707DDB-862F-4942-9D4F-946971161DCC_1_105_c.jpeg,46.0,47.0,1.47,121.0,43.0,12.03,1699.0,2020:08:23 12:48:39
82BE717B-4364-47A4-8279-0C1174D407E6_1_105_c.jpeg,46.0,47.0,39.04,121.0,42.0,57.61,1836.6872549019608,2020:08:27 12:30:11
3416825C-2E4C-4B1F-B08F-B9959E23F09E_1_105_c.jpeg,46.0,47.0,26.56,121.0,43.0,1.48,1790.6107178968655,2020:08:27 10:53:18
867B9DB6-6318-40CA-9628-3A96B1FAB4C0_1_105_c.jpeg,46.0,47.0,31.24,121.0,43.0,17.03,1688.7222914072229,2020:08:27 10:32:31
A8661147-10A3-4603-9904-226F95CBDCA6_1_105_c.jpeg,46.0,46.0,35.68,121.0,43.0,9.94,1598.9000244439012,2020:08:23 11:27:16
